id,조사연도,조사시작일자,조사종료일자,한글보통명,학명,경도,위도,개체수,시도명
008000000000013770,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.21771700000005,36.8626030009061,1.0,충청북도
008000000000013771,2015.0,2015-09-18,2015-09-18,오색딱다구리,Dendrocopos major,128.21299200000007,36.8619920009061,1.0,충청북도
008000000000013772,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.21299200000007,36.8619920009061,4.0,충청북도
008000000000013773,2015.0,2015-09-18,2015-09-18,동고비,Sitta europaea,128.21299200000007,36.8619920009061,1.0,충청북도
008000000000013774,2015.0,2015-09-18,2015-09-18,꿩,Phasianus colchicus,128.21299200000007,36.8619920009061,2.0,충청북도
008000000000013775,2015.0,2015-09-18,2015-09-18,제비,Hirundo rustica,128.21299200000007,36.8619920009061,4.0,충청북도
008000000000013776,2015.0,2015-09-18,2015-09-18,알락할미새,Motacilla alba leucopsis,128.21299200000007,36.8619920009061,2.0,충청북도
008000000000013777,2015.0,2015-09-18,2015-09-18,큰부리까마귀,Corvus macrorhynchos,128.21299200000007,36.8619920009061,1.0,충청북도
008000000000013778,2015.0,2015-09-18,2015-09-18,까마귀,Corvus corone,128.15793900000006,36.86220800090614,8.0,충청북도
008000000000013779,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.15793900000006,36.86220800090614,4.0,충청북도
008000000000013780,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.15793900000006,36.86220800090614,3.0,충청북도
008000000000013781,2015.0,2015-09-18,2015-09-18,딱새,Phoenicurus auroreus,128.15793900000006,36.86220800090614,1.0,충청북도
008000000000013782,2015.0,2015-09-18,2015-09-18,물까마귀,Cinclus pallasii,128.15793900000006,36.86220800090614,2.0,충청북도
008000000000013783,2015.0,2015-09-18,2015-09-18,노랑할미새,Motacilla cinerea,128.15793900000006,36.86220800090614,2.0,충청북도
008000000000013784,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.15793900000006,36.86220800090614,1.0,충청북도
008000000000013785,2015.0,2015-09-18,2015-09-18,쇠박새,Parus palustris,128.15793900000006,36.86220800090614,3.0,충청북도
008000000000013786,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.15793900000006,36.86220800090614,2.0,충청북도
008000000000013787,2015.0,2015-09-18,2015-09-18,동고비,Sitta europaea,128.15793900000006,36.86220800090614,1.0,충청북도
008000000000013788,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.15793900000006,36.86220800090614,2.0,충청북도
008000000000013789,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.15793900000006,36.86220800090614,2.0,충청북도
008000000000013790,2015.0,2015-09-18,2015-09-18,노랑턱멧새,Emberiza elegans,128.15582200000006,36.86153900090615,2.0,충청북도
008000000000013791,2015.0,2015-09-18,2015-09-18,청딱다구리,Picus canus,128.15582200000006,36.86153900090615,1.0,충청북도
008000000000013792,2015.0,2015-09-18,2015-09-18,오색딱다구리,Dendrocopos major,128.15582200000006,36.86153900090615,1.0,충청북도
008000000000013793,2015.0,2015-09-18,2015-09-18,흰배지빠귀,Turdus pallidus,128.15582200000006,36.86153900090615,4.0,충청북도
008000000000013794,2015.0,2015-09-18,2015-09-18,들꿩,Tetrastes bonasia,128.15582200000006,36.86153900090615,1.0,충청북도
008000000000013795,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.15582200000006,36.86153900090615,2.0,충청북도
008000000000013796,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.15582200000006,36.86153900090615,4.0,충청북도
008000000000013797,2015.0,2015-09-18,2015-09-18,쇠박새,Parus palustris,128.15582200000006,36.86153900090615,3.0,충청북도
008000000000013798,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.15582200000006,36.86153900090615,2.0,충청북도
008000000000013799,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.15582200000006,36.86153900090615,2.0,충청북도
008000000000013800,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.15327800000006,36.85844700090611,1.0,충청북도
008000000000013801,2015.0,2015-09-18,2015-09-18,동고비,Sitta europaea,128.15327800000006,36.85844700090611,1.0,충청북도
008000000000013802,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.15327800000006,36.85844700090611,1.0,충청북도
008000000000013803,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.15327800000006,36.85844700090611,2.0,충청북도
008000000000013804,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.15327800000006,36.85844700090611,4.0,충청북도
008000000000013805,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.15327800000006,36.85844700090611,1.0,충청북도
008000000000013806,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.15327800000006,36.85844700090611,6.0,충청북도
008000000000013807,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.15327800000006,36.85844700090611,4.0,충청북도
008000000000013808,2015.0,2015-09-18,2015-09-18,노랑할미새,Motacilla cinerea,128.16497500000006,36.85617800090609,1.0,충청북도
008000000000013809,2015.0,2015-09-18,2015-09-18,물까마귀,Cinclus pallasii,128.16497500000006,36.85617800090609,1.0,충청북도
008000000000013810,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.16497500000006,36.85617800090609,3.0,충청북도
008000000000013811,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.16497500000006,36.85617800090609,2.0,충청북도
008000000000013812,2015.0,2015-09-18,2015-09-18,쇠박새,Parus palustris,128.16497500000006,36.85617800090609,5.0,충청북도
008000000000013813,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.16497500000006,36.85617800090609,1.0,충청북도
008000000000013814,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.16497500000006,36.85617800090609,2.0,충청북도
008000000000013815,2015.0,2015-09-18,2015-09-18,딱새,Phoenicurus auroreus,128.16497500000006,36.85617800090609,1.0,충청북도
008000000000013816,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.17096100000006,36.85354200090605,1.0,충청북도
008000000000013817,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.17096100000006,36.85354200090605,3.0,충청북도
008000000000013818,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.17096100000006,36.85354200090605,2.0,충청북도
008000000000013819,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.17096100000006,36.85354200090605,2.0,충청북도
008000000000013820,2015.0,2015-09-18,2015-09-18,때까치,Lanius bucephalus,128.17096100000006,36.85354200090605,1.0,충청북도
008000000000013821,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.17096100000006,36.85354200090605,1.0,충청북도
008000000000013822,2015.0,2015-09-18,2015-09-18,노랑턱멧새,Emberiza elegans,128.17096100000006,36.85354200090605,3.0,충청북도
008000000000013823,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.17096100000006,36.85354200090605,4.0,충청북도
008000000000013824,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.17096100000006,36.85354200090605,1.0,충청북도
008000000000013825,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.17589400000003,36.85458900090606,4.0,충청북도
008000000000013826,2015.0,2015-09-18,2015-09-18,딱새,Phoenicurus auroreus,128.17589400000003,36.85458900090606,1.0,충청북도
008000000000013827,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.17589400000003,36.85458900090606,4.0,충청북도
008000000000013828,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.17589400000003,36.85458900090606,2.0,충청북도
008000000000013829,2015.0,2015-09-18,2015-09-18,때까치,Lanius bucephalus,128.17589400000003,36.85458900090606,1.0,충청북도
008000000000013830,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.17589400000003,36.85458900090606,2.0,충청북도
008000000000013831,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.17589400000003,36.85458900090606,5.0,충청북도
008000000000013832,2015.0,2015-09-18,2015-09-18,큰유리새,Cyanoptila cyanomelana,128.18079200000005,36.85296400090604,1.0,충청북도
008000000000013833,2015.0,2015-09-18,2015-09-18,들꿩,Tetrastes bonasia,128.18079200000005,36.85296400090604,1.0,충청북도
008000000000013834,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.18079200000005,36.85296400090604,3.0,충청북도
008000000000013835,2015.0,2015-09-18,2015-09-18,쇠박새,Parus palustris,128.18079200000005,36.85296400090604,3.0,충청북도
008000000000013836,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.18079200000005,36.85296400090604,2.0,충청북도
008000000000013837,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18079200000005,36.85296400090604,2.0,충청북도
008000000000013838,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18079200000005,36.85296400090604,1.0,충청북도
008000000000013839,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18079200000005,36.85296400090604,1.0,충청북도
008000000000013840,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.18079200000005,36.85296400090604,2.0,충청북도
008000000000013841,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.18079200000005,36.85296400090604,1.0,충청북도
008000000000013842,2015.0,2015-09-18,2015-09-18,오목눈이,Aegithalos caudatus magnus,128.18079200000005,36.85296400090604,18.0,충청북도
008000000000013843,2015.0,2015-09-18,2015-09-18,흰배지빠귀,Turdus pallidus,128.18079200000005,36.85296400090604,2.0,충청북도
008000000000013844,2015.0,2015-09-18,2015-09-18,호랑지빠귀,Zoothera aurea,128.18396900000005,36.85103300090602,1.0,충청북도
008000000000013845,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18396900000005,36.85103300090602,2.0,충청북도
008000000000013846,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18396900000005,36.85103300090602,1.0,충청북도
008000000000013847,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.18396900000005,36.85103300090602,3.0,충청북도
008000000000013848,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.18396900000005,36.85103300090602,2.0,충청북도
008000000000013849,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.18396900000005,36.85103300090602,1.0,충청북도
008000000000013850,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.18396900000005,36.85103300090602,4.0,충청북도
008000000000013851,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18396900000005,36.85103300090602,5.0,충청북도
008000000000013852,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.18396900000005,36.85103300090602,2.0,충청북도
008000000000013853,2015.0,2015-09-18,2015-09-18,딱새,Phoenicurus auroreus,128.18396900000005,36.85103300090602,1.0,충청북도
008000000000013854,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18396900000005,36.85103300090602,3.0,충청북도
008000000000013855,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18396900000005,36.85103300090602,1.0,충청북도
008000000000013856,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18494200000006,36.852808000906045,1.0,충청북도
008000000000013857,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18494200000006,36.852808000906045,2.0,충청북도
008000000000013858,2015.0,2015-09-18,2015-09-18,꿩,Phasianus colchicus,128.18494200000006,36.852808000906045,2.0,충청북도
008000000000013859,2015.0,2015-09-18,2015-09-18,꿩,Phasianus colchicus,128.18494200000006,36.852808000906045,1.0,충청북도
008000000000013860,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.18494200000006,36.852808000906045,1.0,충청북도
008000000000013861,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18494200000006,36.852808000906045,4.0,충청북도
008000000000013862,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.18494200000006,36.852808000906045,2.0,충청북도
008000000000013863,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013864,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.13906100000003,36.849925000906055,4.0,충청북도
008000000000013865,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.13906100000003,36.849925000906055,1.0,충청북도
008000000000013866,2015.0,2015-09-18,2015-09-18,딱새,Phoenicurus auroreus,128.13906100000003,36.849925000906055,1.0,충청북도
008000000000013867,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013868,2015.0,2015-09-18,2015-09-18,동고비,Sitta europaea,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013869,2015.0,2015-09-18,2015-09-18,곤줄박이,Parus varius,128.13906100000003,36.849925000906055,1.0,충청북도
008000000000013870,2015.0,2015-09-18,2015-09-18,쇠박새,Parus palustris,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013871,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013872,2015.0,2015-09-18,2015-09-18,오목눈이,Aegithalos caudatus magnus,128.13906100000003,36.849925000906055,9.0,충청북도
008000000000013873,2015.0,2015-09-18,2015-09-18,노랑턱멧새,Emberiza elegans,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013874,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013875,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013876,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013877,2015.0,2015-09-18,2015-09-18,흰배지빠귀,Turdus pallidus,128.13906100000003,36.849925000906055,2.0,충청북도
008000000000013878,2015.0,2015-09-18,2015-09-18,박새,Parus major,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013879,2015.0,2015-09-18,2015-09-18,진박새,Parus ater,128.13811400000003,36.84418300090599,3.0,충청북도
008000000000013880,2015.0,2015-09-18,2015-09-18,쇠딱다구리,Dendrocopos kizuki,128.13811400000003,36.84418300090599,1.0,충청북도
008000000000013881,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.13811400000003,36.84418300090599,1.0,충청북도
008000000000013882,2015.0,2015-09-18,2015-09-18,직박구리,Microscelis amaurotis,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013883,2015.0,2015-09-18,2015-09-18,꿩,Phasianus colchicus,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013884,2015.0,2015-09-18,2015-09-18,어치,Garrulus glandarius,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013885,2015.0,2015-09-18,2015-09-18,멧비둘기,Streptopelia orientalis,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013886,2015.0,2015-09-18,2015-09-18,까마귀,Corvus corone,128.13811400000003,36.84418300090599,2.0,충청북도
008000000000013887,2015.0,2015-09-17,2015-09-17,까마귀,Corvus corone,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013888,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013889,2015.0,2015-09-17,2015-09-17,붉은머리오목눈이,Paradoxornis webbianus,128.28536400000007,36.84597800090589,12.0,경상북도
008000000000013890,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.28536400000007,36.84597800090589,4.0,경상북도
008000000000013891,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013892,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013893,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013894,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013895,2015.0,2015-09-17,2015-09-17,노랑턱멧새,Emberiza elegans,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013896,2015.0,2015-09-17,2015-09-17,딱새,Phoenicurus auroreus,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013897,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.28536400000007,36.84597800090589,4.0,경상북도
008000000000013898,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013899,2015.0,2015-09-17,2015-09-17,곤줄박이,Parus varius,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013900,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013901,2015.0,2015-09-17,2015-09-17,오목눈이,Aegithalos caudatus magnus,128.28536400000007,36.84597800090589,10.0,경상북도
008000000000013902,2015.0,2015-09-17,2015-09-17,노랑턱멧새,Emberiza elegans,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013903,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.28536400000007,36.84597800090589,1.0,경상북도
008000000000013904,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.28536400000007,36.84597800090589,2.0,경상북도
008000000000013905,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.27706700000007,36.84806400090591,4.0,경상북도
008000000000013906,2015.0,2015-09-17,2015-09-17,곤줄박이,Parus varius,128.27706700000007,36.84806400090591,2.0,경상북도
008000000000013907,2015.0,2015-09-17,2015-09-17,오목눈이,Aegithalos caudatus magnus,128.27706700000007,36.84806400090591,8.0,경상북도
008000000000013908,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.27706700000007,36.84806400090591,1.0,경상북도
008000000000013909,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.27706700000007,36.84806400090591,1.0,경상북도
008000000000013910,2015.0,2015-09-17,2015-09-17,큰부리까마귀,Corvus macrorhynchos,128.27706700000007,36.84806400090591,1.0,경상북도
008000000000013911,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.27706700000007,36.84806400090591,3.0,경상북도
008000000000013912,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.27706700000007,36.84806400090591,1.0,경상북도
008000000000013913,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.27706700000007,36.84806400090591,4.0,경상북도
008000000000013914,2015.0,2015-09-17,2015-09-17,곤줄박이,Parus varius,128.27706700000007,36.84806400090591,2.0,경상북도
008000000000013915,2015.0,2015-09-17,2015-09-17,동고비,Sitta europaea,128.2721830000001,36.84211400090587,3.0,경상북도
008000000000013916,2015.0,2015-09-17,2015-09-17,방울새,Carduelis sinica,128.2721830000001,36.84211400090587,5.0,경상북도
008000000000013948,2015.0,2015-09-17,2015-09-17,딱새,Phoenicurus auroreus,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013917,2015.0,2015-09-17,2015-09-17,쇠딱다구리,Dendrocopos kizuki,128.2721830000001,36.84211400090587,1.0,경상북도
008000000000013918,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.2721830000001,36.84211400090587,1.0,경상북도
008000000000013919,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.2721830000001,36.84211400090587,2.0,경상북도
008000000000013920,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.2721830000001,36.84211400090587,4.0,경상북도
008000000000013921,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.2721830000001,36.84211400090587,3.0,경상북도
008000000000013922,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.2721830000001,36.84211400090587,1.0,경상북도
008000000000013923,2015.0,2015-09-17,2015-09-17,물총새,Alcedo atthis,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013924,2015.0,2015-09-17,2015-09-17,왜가리,Ardea cinerea,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013925,2015.0,2015-09-17,2015-09-17,중대백로,Ardea alba modesta,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013926,2015.0,2015-09-17,2015-09-17,노랑턱멧새,Emberiza elegans,128.2623000000001,36.84500800090591,2.0,경상북도
008000000000013927,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013928,2015.0,2015-09-17,2015-09-17,쇠딱다구리,Dendrocopos kizuki,128.2623000000001,36.84500800090591,2.0,경상북도
008000000000013929,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.2623000000001,36.84500800090591,5.0,경상북도
008000000000013930,2015.0,2015-09-17,2015-09-17,쇠박새,Parus palustris,128.2623000000001,36.84500800090591,4.0,경상북도
008000000000013931,2015.0,2015-09-17,2015-09-17,진박새,Parus ater,128.2623000000001,36.84500800090591,2.0,경상북도
008000000000013932,2015.0,2015-09-17,2015-09-17,흰배지빠귀,Turdus pallidus,128.2623000000001,36.84500800090591,3.0,경상북도
008000000000013933,2015.0,2015-09-17,2015-09-17,동고비,Sitta europaea,128.2623000000001,36.84500800090591,2.0,경상북도
008000000000013934,2015.0,2015-09-17,2015-09-17,큰유리새,Cyanoptila cyanomelana,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013935,2015.0,2015-09-17,2015-09-17,오색딱다구리,Dendrocopos major,128.2623000000001,36.84500800090591,1.0,경상북도
008000000000013936,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.2623000000001,36.84500800090591,2.0,경상북도
008000000000013937,2015.0,2015-09-17,2015-09-17,오목눈이,Aegithalos caudatus magnus,128.2623000000001,36.84500800090591,11.0,경상북도
008000000000013938,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013939,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.25500300000004,36.84290300090589,3.0,경상북도
008000000000013940,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013941,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013942,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.25500300000004,36.84290300090589,1.0,경상북도
008000000000013943,2015.0,2015-09-17,2015-09-17,노랑턱멧새,Emberiza elegans,128.25500300000004,36.84290300090589,1.0,경상북도
008000000000013944,2015.0,2015-09-17,2015-09-17,때까치,Lanius bucephalus,128.25500300000004,36.84290300090589,1.0,경상북도
008000000000013945,2015.0,2015-09-17,2015-09-17,붉은머리오목눈이,Paradoxornis webbianus,128.25500300000004,36.84290300090589,28.0,경상북도
008000000000013946,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013947,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.25500300000004,36.84290300090589,4.0,경상북도
008000000000013949,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.25500300000004,36.84290300090589,2.0,경상북도
008000000000013950,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.25077500000006,36.84632800090593,2.0,경상북도
008000000000013951,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.25077500000006,36.84632800090593,2.0,경상북도
008000000000013952,2015.0,2015-09-17,2015-09-17,곤줄박이,Parus varius,128.25077500000006,36.84632800090593,1.0,경상북도
008000000000013953,2015.0,2015-09-17,2015-09-17,어치,Garrulus glandarius,128.25077500000006,36.84632800090593,1.0,경상북도
008000000000013954,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.25077500000006,36.84632800090593,3.0,경상북도
008000000000013955,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.25077500000006,36.84632800090593,3.0,경상북도
008000000000013956,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.25077500000006,36.84632800090593,2.0,경상북도
008000000000013957,2015.0,2015-09-17,2015-09-17,꿩,Phasianus colchicus,128.25077500000006,36.84632800090593,1.0,경상북도
008000000000013958,2015.0,2015-09-17,2015-09-17,까마귀,Corvus corone,128.24674700000006,36.83803300090585,2.0,경상북도
008000000000013959,2015.0,2015-09-17,2015-09-17,까치,Pica pica,128.24674700000006,36.83803300090585,4.0,경상북도
008000000000013960,2015.0,2015-09-17,2015-09-17,참새,Passer montanus,128.24674700000006,36.83803300090585,11.0,경상북도
008000000000013961,2015.0,2015-09-17,2015-09-17,제비,Hirundo rustica,128.24674700000006,36.83803300090585,8.0,경상북도
008000000000013962,2015.0,2015-09-17,2015-09-17,중대백로,Ardea alba modesta,128.24674700000006,36.83803300090585,1.0,경상북도
008000000000013963,2015.0,2015-09-17,2015-09-17,칡때까치,Lanius tigrinus,128.24674700000006,36.83803300090585,1.0,경상북도
008000000000013964,2015.0,2015-09-17,2015-09-17,박새,Parus major,128.24674700000006,36.83803300090585,2.0,경상북도
008000000000013965,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.24674700000006,36.83803300090585,4.0,경상북도
008000000000013966,2015.0,2015-09-17,2015-09-17,중백로,Egretta intermedia,128.24674700000006,36.83803300090585,1.0,경상북도
008000000000013968,2015.0,2015-09-17,2015-09-17,때까치,Lanius bucephalus,128.24674700000006,36.83803300090585,1.0,경상북도
008000000000013970,2015.0,2015-09-17,2015-09-17,왜가리,Ardea cinerea,128.23471100000006,36.84180800090589,1.0,경상북도
008000000000013971,2015.0,2015-09-17,2015-09-17,노랑할미새,Motacilla cinerea,128.23471100000006,36.84180800090589,2.0,경상북도
008000000000013972,2015.0,2015-09-17,2015-09-17,알락할미새,Motacilla alba leucopsis,128.23471100000006,36.84180800090589,2.0,경상북도
008000000000013973,2015.0,2015-09-17,2015-09-17,붉은머리오목눈이,Paradoxornis webbianus,128.23471100000006,36.84180800090589,16.0,경상북도
008000000000013974,2015.0,2015-09-17,2015-09-17,딱새,Phoenicurus auroreus,128.23471100000006,36.84180800090589,2.0,경상북도
008000000000013975,2015.0,2015-09-17,2015-09-17,쇠딱다구리,Dendrocopos kizuki,128.23471100000006,36.84180800090589,1.0,경상북도
008000000000013976,2015.0,2015-09-17,2015-09-17,청딱다구리,Picus canus,128.23471100000006,36.84180800090589,1.0,경상북도
008000000000013977,2015.0,2015-09-17,2015-09-17,큰오색딱다구리,Dendrocopos leucotos,128.23471100000006,36.84180800090589,1.0,경상북도
008000000000013978,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.23471100000006,36.84180800090589,3.0,경상북도
008000000000013979,2015.0,2015-09-17,2015-09-17,직박구리,Microscelis amaurotis,128.23471100000006,36.84180800090589,3.0,경상북도
008000000000013980,2015.0,2015-09-17,2015-09-17,노랑턱멧새,Emberiza elegans,128.23471100000006,36.84180800090589,2.0,경상북도
008000000000013981,2015.0,2015-09-17,2015-09-17,딱새,Phoenicurus auroreus,128.23471100000006,36.84180800090589,1.0,경상북도
008000000000013982,2015.0,2015-09-17,2015-09-17,멧비둘기,Streptopelia orientalis,128.23471100000006,36.84180800090589,3.0,경상북도
