id,조사연도,조사시작일자,조사종료일자,한글보통명,학명,경도,위도,개체수,시도명
008000000000014380,2015.0,2015-10-28,2015-10-28,까치,Pica pica,128.06348900000003,36.902489000906556,2.0,충청북도
008000000000012605,2015.0,2015-04-10,2015-04-10,찌르레기,Sturnus cineraceus,128.09683600000002,36.822450000905825,13.0,충청북도
008000000000012606,2015.0,2015-04-10,2015-04-10,방울새,Carduelis sinica,128.09683600000002,36.822450000905825,6.0,충청북도
008000000000012607,2015.0,2015-04-10,2015-04-10,참새,Passer montanus,128.09683600000002,36.822450000905825,10.0,충청북도
008000000000012608,2015.0,2015-04-10,2015-04-10,까치,Pica pica,128.09683600000002,36.822450000905825,3.0,충청북도
008000000000012609,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09683600000002,36.822450000905825,2.0,충청북도
008000000000012610,2015.0,2015-04-10,2015-04-10,딱새,Phoenicurus auroreus,128.09683600000002,36.822450000905825,2.0,충청북도
008000000000012611,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09683600000002,36.822450000905825,4.0,충청북도
008000000000012612,2015.0,2015-04-10,2015-04-10,쇠박새,Parus palustris,128.09443300000004,36.825903000905846,5.0,충청북도
008000000000012613,2015.0,2015-04-10,2015-04-10,진박새,Parus ater,128.09443300000004,36.825903000905846,3.0,충청북도
008000000000012614,2015.0,2015-04-10,2015-04-10,노랑턱멧새,Emberiza elegans,128.09443300000004,36.825903000905846,11.0,충청북도
008000000000012615,2015.0,2015-04-10,2015-04-10,쑥새,Emberiza rustica,128.09441900000002,36.829961000905904,7.0,충청북도
008000000000012616,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09441900000002,36.829961000905904,4.0,충청북도
008000000000012617,2015.0,2015-04-10,2015-04-10,직박구리,Microscelis amaurotis,128.09441900000002,36.829961000905904,3.0,충청북도
008000000000012618,2015.0,2015-04-10,2015-04-10,청딱다구리,Picus canus,128.09605600000003,36.83328900090593,1.0,충청북도
008000000000012619,2015.0,2015-04-10,2015-04-10,동고비,Sitta europaea,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012620,2015.0,2015-04-10,2015-04-10,어치,Garrulus glandarius,128.09605600000003,36.83328900090593,1.0,충청북도
008000000000012621,2015.0,2015-04-10,2015-04-10,직박구리,Microscelis amaurotis,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012622,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09605600000003,36.83328900090593,4.0,충청북도
008000000000012623,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09605600000003,36.83328900090593,4.0,충청북도
008000000000012624,2015.0,2015-04-10,2015-04-10,중대백로,Ardea alba modesta,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012625,2015.0,2015-04-10,2015-04-10,왜가리,Ardea cinerea,128.09605600000003,36.83328900090593,1.0,충청북도
008000000000012626,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012627,2015.0,2015-04-10,2015-04-10,딱새,Phoenicurus auroreus,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012628,2015.0,2015-04-10,2015-04-10,쇠딱다구리,Dendrocopos kizuki,128.09605600000003,36.83328900090593,1.0,충청북도
008000000000012629,2015.0,2015-04-10,2015-04-10,오목눈이,Aegithalos caudatus magnus,128.09605600000003,36.83328900090593,13.0,충청북도
008000000000012630,2015.0,2015-04-10,2015-04-10,어치,Garrulus glandarius,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012631,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09605600000003,36.83328900090593,4.0,충청북도
008000000000012632,2015.0,2015-04-10,2015-04-10,곤줄박이,Parus varius,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012633,2015.0,2015-04-10,2015-04-10,개똥지빠귀,Turdus eunomus,128.09605600000003,36.83328900090593,5.0,충청북도
008000000000012634,2015.0,2015-04-10,2015-04-10,흰뺨검둥오리,Anas poecilorhyncha,128.09605600000003,36.83328900090593,8.0,충청북도
008000000000012636,2015.0,2015-04-10,2015-04-10,까치,Pica pica,128.09605600000003,36.83328900090593,4.0,충청북도
008000000000012637,2015.0,2015-04-10,2015-04-10,동고비,Sitta europaea,128.09605600000003,36.83328900090593,2.0,충청북도
008000000000012638,2015.0,2015-04-10,2015-04-10,동고비,Sitta europaea,128.09605600000003,36.83328900090593,3.0,충청북도
008000000000012639,2015.0,2015-04-10,2015-04-10,참새,Passer montanus,128.09684700000003,36.83521400090593,6.0,충청북도
008000000000012640,2015.0,2015-04-10,2015-04-10,까치,Pica pica,128.09684700000003,36.83521400090593,2.0,충청북도
008000000000012641,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09684700000003,36.83521400090593,5.0,충청북도
008000000000012642,2015.0,2015-04-10,2015-04-10,때까치,Lanius bucephalus,128.09684700000003,36.83521400090593,1.0,충청북도
008000000000012643,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09684700000003,36.83521400090593,2.0,충청북도
008000000000012644,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09684700000003,36.83521400090593,2.0,충청북도
008000000000012645,2015.0,2015-04-10,2015-04-10,쇠박새,Parus palustris,128.09684700000003,36.83521400090593,2.0,충청북도
008000000000012646,2015.0,2015-04-10,2015-04-10,붉은머리오목눈이,Paradoxornis webbianus,128.09684700000003,36.83521400090593,4.0,충청북도
008000000000012647,2015.0,2015-04-10,2015-04-10,꿩,Phasianus colchicus,128.09463100000002,36.83797200090597,1.0,충청북도
008000000000012648,2015.0,2015-04-10,2015-04-10,어치,Garrulus glandarius,128.09463100000002,36.83797200090597,2.0,충청북도
008000000000012649,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09463100000002,36.83797200090597,4.0,충청북도
008000000000012650,2015.0,2015-04-10,2015-04-10,어치,Garrulus glandarius,128.09463100000002,36.83797200090597,1.0,충청북도
008000000000012651,2015.0,2015-04-10,2015-04-10,찌르레기,Sturnus cineraceus,128.09463100000002,36.83797200090597,4.0,충청북도
008000000000012652,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09463100000002,36.83797200090597,2.0,충청북도
008000000000012653,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09463100000002,36.83797200090597,2.0,충청북도
008000000000012654,2015.0,2015-04-10,2015-04-10,노랑할미새,Motacilla cinerea,128.09463100000002,36.83797200090597,1.0,충청북도
008000000000012655,2015.0,2015-04-10,2015-04-10,꿩,Phasianus colchicus,128.09346700000003,36.84406900090602,1.0,충청북도
008000000000012656,2015.0,2015-04-10,2015-04-10,흰배지빠귀,Turdus pallidus,128.09346700000003,36.84406900090602,1.0,충청북도
008000000000012657,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09346700000003,36.84406900090602,3.0,충청북도
008000000000012658,2015.0,2015-04-10,2015-04-10,쇠박새,Parus palustris,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012659,2015.0,2015-04-10,2015-04-10,곤줄박이,Parus varius,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012660,2015.0,2015-04-10,2015-04-10,직박구리,Microscelis amaurotis,128.09346700000003,36.84406900090602,4.0,충청북도
008000000000012661,2015.0,2015-04-10,2015-04-10,제비,Hirundo rustica,128.09346700000003,36.84406900090602,5.0,충청북도
008000000000012662,2015.0,2015-04-10,2015-04-10,참새,Passer montanus,128.09346700000003,36.84406900090602,6.0,충청북도
008000000000012663,2015.0,2015-04-10,2015-04-10,물까치,Cyanopica cyanus,128.09346700000003,36.84406900090602,3.0,충청북도
008000000000012664,2015.0,2015-04-10,2015-04-10,직박구리,Microscelis amaurotis,128.09346700000003,36.84406900090602,4.0,충청북도
008000000000012665,2015.0,2015-04-10,2015-04-10,까치,Pica pica,128.09346700000003,36.84406900090602,3.0,충청북도
008000000000012666,2015.0,2015-04-10,2015-04-10,때까치,Lanius bucephalus,128.09346700000003,36.84406900090602,1.0,충청북도
008000000000012667,2015.0,2015-04-10,2015-04-10,쇠박새,Parus palustris,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012668,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012669,2015.0,2015-04-10,2015-04-10,직박구리,Microscelis amaurotis,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012670,2015.0,2015-04-10,2015-04-10,쇠딱다구리,Dendrocopos kizuki,128.09346700000003,36.84406900090602,1.0,충청북도
008000000000012671,2015.0,2015-04-10,2015-04-10,멧비둘기,Streptopelia orientalis,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012672,2015.0,2015-04-10,2015-04-10,박새,Parus major,128.09346700000003,36.84406900090602,2.0,충청북도
008000000000012673,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.10346400000003,36.863594000906176,1.0,충청북도
008000000000012674,2015.0,2015-04-11,2015-04-11,벙어리뻐꾸기,Cuculus saturatus,128.10346400000003,36.863594000906176,1.0,충청북도
008000000000012675,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.10346400000003,36.863594000906176,4.0,충청북도
008000000000012676,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.10346400000003,36.863594000906176,4.0,충청북도
008000000000012677,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.10346400000003,36.863594000906176,1.0,충청북도
008000000000012678,2015.0,2015-04-11,2015-04-11,오목눈이,Aegithalos caudatus magnus,128.10346400000003,36.863594000906176,4.0,충청북도
008000000000012679,2015.0,2015-04-11,2015-04-11,쇠박새,Parus palustris,128.09276400000002,36.86177500090618,2.0,충청북도
008000000000012680,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.09276400000002,36.86177500090618,2.0,충청북도
008000000000012681,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.09276400000002,36.86177500090618,2.0,충청북도
008000000000012682,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.09276400000002,36.86177500090618,1.0,충청북도
008000000000012683,2015.0,2015-04-11,2015-04-11,붉은머리오목눈이,Paradoxornis webbianus,128.09276400000002,36.86177500090618,9.0,충청북도
008000000000012684,2015.0,2015-04-11,2015-04-11,노랑턱멧새,Emberiza elegans,128.09276400000002,36.86177500090618,4.0,충청북도
008000000000012685,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.09276400000002,36.86177500090618,1.0,충청북도
008000000000012686,2015.0,2015-04-11,2015-04-11,청딱다구리,Picus canus,128.09276400000002,36.86177500090618,1.0,충청북도
008000000000012687,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.09276400000002,36.86177500090618,3.0,충청북도
008000000000012688,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.09276400000002,36.86177500090618,2.0,충청북도
008000000000012689,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.09276400000002,36.86177500090618,1.0,충청북도
008000000000012690,2015.0,2015-04-11,2015-04-11,밀화부리,Eophona migratoria,128.09276400000002,36.86177500090618,17.0,충청북도
008000000000012691,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.09902800000003,36.86180800090618,6.0,충청북도
008000000000012692,2015.0,2015-04-11,2015-04-11,물까치,Cyanopica cyanus,128.09902800000003,36.86180800090618,8.0,충청북도
008000000000012693,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.09902800000003,36.86180800090618,4.0,충청북도
008000000000012694,2015.0,2015-04-11,2015-04-11,벙어리뻐꾸기,Cuculus saturatus,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012695,2015.0,2015-04-11,2015-04-11,콩새,Coccothraustes coccothraustes,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012696,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012697,2015.0,2015-04-11,2015-04-11,오목눈이,Aegithalos caudatus magnus,128.09902800000003,36.86180800090618,2.0,충청북도
008000000000012698,2015.0,2015-04-11,2015-04-11,까치,Pica pica,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012699,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012700,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.09902800000003,36.86180800090618,9.0,충청북도
008000000000012701,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.09902800000003,36.86180800090618,3.0,충청북도
008000000000012702,2015.0,2015-04-11,2015-04-11,청딱다구리,Picus canus,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012703,2015.0,2015-04-11,2015-04-11,오색딱다구리,Dendrocopos major,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012704,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012705,2015.0,2015-04-11,2015-04-11,붉은머리오목눈이,Paradoxornis webbianus,128.09902800000003,36.86180800090618,2.0,충청북도
008000000000012706,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.09902800000003,36.86180800090618,2.0,충청북도
008000000000012707,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012708,2015.0,2015-04-11,2015-04-11,호랑지빠귀,Zoothera aurea,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012709,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012710,2015.0,2015-04-11,2015-04-11,쇠박새,Parus palustris,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012711,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012712,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.09902800000003,36.86180800090618,2.0,충청북도
008000000000012713,2015.0,2015-04-11,2015-04-11,까치,Pica pica,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012714,2015.0,2015-04-11,2015-04-11,까치,Pica pica,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012715,2015.0,2015-04-11,2015-04-11,콩새,Coccothraustes coccothraustes,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012716,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.09902800000003,36.86180800090618,3.0,충청북도
008000000000012717,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012718,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.09902800000003,36.86180800090618,1.0,충청북도
008000000000012719,2015.0,2015-04-11,2015-04-11,참새,Passer montanus,128.08758900000004,36.86202500090618,21.0,충청북도
008000000000012720,2015.0,2015-04-11,2015-04-11,딱새,Phoenicurus auroreus,128.08758900000004,36.86202500090618,1.0,충청북도
008000000000012721,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.08758900000004,36.86202500090618,2.0,충청북도
008000000000012722,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.08758900000004,36.86202500090618,3.0,충청북도
008000000000012723,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.08758900000004,36.86202500090618,2.0,충청북도
008000000000012724,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.08758900000004,36.86202500090618,2.0,충청북도
008000000000012725,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.08758900000004,36.86202500090618,3.0,충청북도
008000000000012726,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08758900000004,36.86202500090618,11.0,충청북도
008000000000012727,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.08758900000004,36.86202500090618,1.0,충청북도
008000000000012728,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.08758900000004,36.86202500090618,3.0,충청북도
008000000000012729,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.08758900000004,36.86202500090618,1.0,충청북도
008000000000012730,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012731,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012732,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012733,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012734,2015.0,2015-04-11,2015-04-11,숲새,Urosphena squameiceps,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012735,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012736,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08787500000003,36.865278000906216,3.0,충청북도
008000000000012737,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012738,2015.0,2015-04-11,2015-04-11,쇠박새,Parus palustris,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012739,2015.0,2015-04-11,2015-04-11,산솔새,Phylloscopus coronatus,128.08787500000003,36.865278000906216,2.0,충청북도
008000000000012740,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012741,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012742,2015.0,2015-04-11,2015-04-11,산솔새,Phylloscopus coronatus,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012743,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012744,2015.0,2015-04-11,2015-04-11,호랑지빠귀,Zoothera aurea,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012745,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08730800000004,36.868142000906246,2.0,충청북도
008000000000012746,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.08730800000004,36.868142000906246,3.0,충청북도
008000000000012747,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012748,2015.0,2015-04-11,2015-04-11,물총새,Alcedo atthis,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012749,2015.0,2015-04-11,2015-04-11,물까치,Cyanopica cyanus,128.08730800000004,36.868142000906246,6.0,충청북도
008000000000012750,2015.0,2015-04-11,2015-04-11,노랑턱멧새,Emberiza elegans,128.08730800000004,36.868142000906246,1.0,충청북도
008000000000012751,2015.0,2015-04-11,2015-04-11,까치,Pica pica,128.08730800000004,36.868142000906246,4.0,충청북도
008000000000012752,2015.0,2015-04-11,2015-04-11,노랑턱멧새,Emberiza elegans,128.08163600000003,36.875164000906295,2.0,충청북도
008000000000012753,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.08163600000003,36.875164000906295,2.0,충청북도
008000000000012754,2015.0,2015-04-11,2015-04-11,노랑할미새,Motacilla cinerea,128.08163600000003,36.875164000906295,1.0,충청북도
008000000000012755,2015.0,2015-04-11,2015-04-11,중대백로,Ardea alba modesta,128.08163600000003,36.875164000906295,1.0,충청북도
008000000000012756,2015.0,2015-04-11,2015-04-11,방울새,Carduelis sinica,128.08163600000003,36.875164000906295,4.0,충청북도
008000000000012757,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.08163600000003,36.875164000906295,2.0,충청북도
008000000000012758,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.08163600000003,36.875164000906295,1.0,충청북도
008000000000012759,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.08163600000003,36.875164000906295,2.0,충청북도
008000000000012760,2015.0,2015-04-11,2015-04-11,붉은머리오목눈이,Paradoxornis webbianus,128.08163600000003,36.875164000906295,4.0,충청북도
008000000000012761,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.08163600000003,36.875164000906295,1.0,충청북도
008000000000012762,2015.0,2015-04-11,2015-04-11,호랑지빠귀,Zoothera aurea,128.08222500000002,36.88108300090635,1.0,충청북도
008000000000012763,2015.0,2015-04-11,2015-04-11,직박구리,Microscelis amaurotis,128.08222500000002,36.88108300090635,2.0,충청북도
008000000000012764,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.08222500000002,36.88108300090635,1.0,충청북도
008000000000012765,2015.0,2015-04-11,2015-04-11,청딱다구리,Picus canus,128.08222500000002,36.88108300090635,1.0,충청북도
008000000000012766,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.08222500000002,36.88108300090635,1.0,충청북도
008000000000012767,2015.0,2015-04-11,2015-04-11,노랑턱멧새,Emberiza elegans,128.08222500000002,36.88108300090635,2.0,충청북도
008000000000012768,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.08222500000002,36.88108300090635,2.0,충청북도
008000000000012769,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.08222500000002,36.88108300090635,2.0,충청북도
008000000000012770,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012771,2015.0,2015-04-11,2015-04-11,어치,Garrulus glandarius,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012772,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.07787500000003,36.8858500009064,3.0,충청북도
008000000000012773,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012774,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012775,2015.0,2015-04-11,2015-04-11,노랑턱멧새,Emberiza elegans,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012776,2015.0,2015-04-11,2015-04-11,까치,Pica pica,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012777,2015.0,2015-04-11,2015-04-11,힝둥새,Anthus hodgsoni,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012778,2015.0,2015-04-11,2015-04-11,힝둥새,Anthus hodgsoni,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012779,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012780,2015.0,2015-04-11,2015-04-11,곤줄박이,Parus varius,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012781,2015.0,2015-04-11,2015-04-11,쇠딱다구리,Dendrocopos kizuki,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012782,2015.0,2015-04-11,2015-04-11,박새,Parus major,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012783,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012784,2015.0,2015-04-11,2015-04-11,개똥지빠귀,Turdus eunomus,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012785,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012786,2015.0,2015-04-11,2015-04-11,흰배지빠귀,Turdus pallidus,128.07787500000003,36.8858500009064,2.0,충청북도
008000000000012787,2015.0,2015-04-11,2015-04-11,멧비둘기,Streptopelia orientalis,128.07787500000003,36.8858500009064,4.0,충청북도
008000000000012788,2015.0,2015-04-11,2015-04-11,꿩,Phasianus colchicus,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012789,2015.0,2015-04-11,2015-04-11,때까치,Lanius bucephalus,128.07787500000003,36.8858500009064,1.0,충청북도
008000000000012790,2015.0,2015-04-12,2015-04-12,참새,Passer montanus,128.06360600000002,36.87711700090634,4.0,충청북도
008000000000012791,2015.0,2015-04-12,2015-04-12,까치,Pica pica,128.06360600000002,36.87711700090634,2.0,충청북도
008000000000012792,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06360600000002,36.87711700090634,2.0,충청북도
008000000000012793,2015.0,2015-04-12,2015-04-12,멧비둘기,Streptopelia orientalis,128.06360600000002,36.87711700090634,1.0,충청북도
008000000000012794,2015.0,2015-04-12,2015-04-12,까치,Pica pica,128.06360600000002,36.87711700090634,3.0,충청북도
008000000000012795,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06360600000002,36.87711700090634,4.0,충청북도
008000000000012796,2015.0,2015-04-12,2015-04-12,붉은머리오목눈이,Paradoxornis webbianus,128.06360600000002,36.87711700090634,2.0,충청북도
008000000000012797,2015.0,2015-04-12,2015-04-12,흰배지빠귀,Turdus pallidus,128.06360600000002,36.87711700090634,1.0,충청북도
008000000000012798,2015.0,2015-04-12,2015-04-12,큰오색딱다구리,Dendrocopos leucotos,128.06738300000004,36.87780800090635,1.0,충청북도
008000000000012799,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012800,2015.0,2015-04-12,2015-04-12,흰배지빠귀,Turdus pallidus,128.06738300000004,36.87780800090635,1.0,충청북도
008000000000012801,2015.0,2015-04-12,2015-04-12,어치,Garrulus glandarius,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012802,2015.0,2015-04-12,2015-04-12,멧비둘기,Streptopelia orientalis,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012803,2015.0,2015-04-12,2015-04-12,어치,Garrulus glandarius,128.06738300000004,36.87780800090635,1.0,충청북도
008000000000012804,2015.0,2015-04-12,2015-04-12,곤줄박이,Parus varius,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012805,2015.0,2015-04-12,2015-04-12,박새,Parus major,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012806,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012807,2015.0,2015-04-12,2015-04-12,어치,Garrulus glandarius,128.06738300000004,36.87780800090635,2.0,충청북도
008000000000012808,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06738300000004,36.87780800090635,4.0,충청북도
008000000000012810,2015.0,2015-04-12,2015-04-12,멧비둘기,Streptopelia orientalis,128.06467800000001,36.87747200090632,2.0,충청북도
008000000000012811,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06467800000001,36.87747200090632,2.0,충청북도
008000000000012812,2015.0,2015-04-12,2015-04-12,노랑턱멧새,Emberiza elegans,128.06467800000001,36.87747200090632,1.0,충청북도
008000000000012813,2015.0,2015-04-12,2015-04-12,쇠딱다구리,Dendrocopos kizuki,128.06467800000001,36.87747200090632,1.0,충청북도
008000000000012814,2015.0,2015-04-12,2015-04-12,박새,Parus major,128.06467800000001,36.87747200090632,2.0,충청북도
008000000000012815,2015.0,2015-04-12,2015-04-12,큰오색딱다구리,Dendrocopos leucotos,128.06467800000001,36.87747200090632,1.0,충청북도
008000000000012816,2015.0,2015-04-12,2015-04-12,직박구리,Microscelis amaurotis,128.06467800000001,36.87747200090632,2.0,충청북도
