id,학명,한글보통명,위도,경도,조사일자,조사연도,시도명,개체수,geometry
008000000002307755,Picus canus,청딱다구리,35.498333060604104,127.90881689967384,2014-03-22,2014,경상남도,,POINT (282459.2438000003 322762.2872000001)
008000000002097235,Picus canus,청딱다구리,35.60253111124881,128.07035610002296,2014-03-22,2014,경상남도,,POINT (296991.0281999996 334470.8090000004)
008000000002340909,Picus canus,청딱다구리,35.46107500051016,128.04653110042094,2014-03-22,2014,경상남도,,POINT (294998.6575999996 318752.1260000002)
008000000002281003,Picus canus,청딱다구리,35.57870306085921,128.2175468998983,2014-03-22,2014,경상남도,,POINT (310362.1370999999 331981.9145999998)
008000000002274611,Podiceps cristatus,뿔논병아리,36.995878060629295,126.67992189983026,2014-03-28,2014,충청남도,3,POINT (171507.7341 488603.4037999995)
008000000002274590,Buteo buteo,말똥가리,36.97261389131261,126.64410309979911,2014-03-28,2014,충청남도,1,POINT (168309.6073000003 486032.9125999995)
008000000002274609,Podiceps cristatus,뿔논병아리,36.99427194062583,126.6512080995985,2014-03-28,2014,충청남도,7,POINT (168951.0676999995 488434.1375999991)
008000000002307637,Buteo buteo,말똥가리,36.95266389060629,126.73003889991709,2014-03-29,2014,충청남도,1,POINT (175955.3985000001 483793.7797999997)
008000000002302527,Anas querquedula,발구지,36.913203061178855,126.74523890014319,2014-03-29,2014,충청남도,4,POINT (177297.5177999996 479410.8206999991)
008000000002293881,Saxicola torquatus,검은딱새,36.90555611103864,128.76541690026437,2014-03-29,2014,경상북도,1,POINT (357343.8583000004 479987.7901000008)
008000000002302531,Alcedo atthis,물총새,36.91320306058137,126.74523610032901,2014-03-29,2014,충청남도,1,POINT (177297.2682999996 479410.8213)
008000000002293941,Tetrastes bonasia,들꿩,36.95386111090598,128.83061110004482,2014-03-29,2014,경상북도,6,POINT (363051.9189999998 485458.8104999997)
008000000002288950,Picus canus,청딱다구리,35.60764694092281,128.17294189998464,2014-03-29,2014,경상남도,,POINT (306280.5456999997 335144.4175000004)
008000000002280978,Picus canus,청딱다구리,35.56183111129895,128.2353938994563,2014-03-29,2014,경상남도,,POINT (312003.4086999996 330129.9638)
008000000002293879,Picus canus,청딱다구리,36.905693890500984,128.75524999981016,2014-03-29,2014,경상북도,2,POINT (356437.3657 479986.3578999992)
008000000002302516,Picus canus,청딱다구리,36.907361110871804,126.71427810014076,2014-03-29,2014,충청남도,1,POINT (174536.5656000003 478770.3181999996)
008000000002097244,Picus canus,청딱다구리,35.60951889121499,128.12361389977596,2014-03-29,2014,경상남도,,POINT (301808.3616000004 335299.9629999995)
008000000002302559,Picus canus,청딱다구리,36.9387250004831,126.66898609952416,2014-03-29,2014,충청남도,1,POINT (170512.2270999998 482264.0258000009)
008000000002280927,Picus canus,청딱다구리,35.54776694088616,128.19610810022053,2014-03-29,2014,경상남도,,POINT (308460.4501 328525.4598999992)
008000000002340530,Picus canus,청딱다구리,36.88805611107595,128.79608310010656,2014-03-29,2014,경상북도,1,POINT (360113.8194000004 478096.4774999991)
008000000002293994,Buteo buteo,말똥가리,36.98697194115624,128.7666388994494,2014-03-30,2014,경상북도,1,POINT (357285.2527000001 489026.2643999998)
008000000002293968,Tetrastes bonasia,들꿩,36.972000000900024,128.86727809989787,2014-03-30,2014,경상북도,2,POINT (366278.6891999999 487535.4947999995)
008000000002293936,Picus canus,청딱다구리,36.94783306086324,128.82900000025109,2014-03-30,2014,경상북도,1,POINT (362921.2485999996 484786.9856000002)
008000000002290822,Tetrastes bonasia,들꿩,37.933936110796644,127.47215609956157,2014-03-31,2014,경기도,,POINT (241507.9234999996 592772.3227999993)
008000000002290813,Picus canus,청딱다구리,37.92193611093121,127.49356689958186,2014-03-31,2014,경기도,,POINT (243397.2418999998 591450.1212000009)
008000000002102192,Saxicola torquatus,검은딱새,36.80913889086649,126.17441690028755,2014-03-31,2014,충청남도,,POINT (126329.4747000001 468150.0019000005)
008000000002287991,Dendrocopos major,오색딱다구리,36.85915000133787,126.2174031001359,2014-03-31,2014,충청남도,,POINT (130210.8481000001 473667.8521999996)
008000000002293903,Saxicola torquatus,검은딱새,36.92958306126278,128.78761110048612,2014-03-31,2014,경상북도,7,POINT (359272.1160000004 482691.4169999994)
008000000002290842,Dendrocopos leucotos,큰오색딱다구리,37.95127500122012,127.4780139004369,2014-03-31,2014,경기도,,POINT (242013.0213000001 594699.5012999997)
008000000002293928,Bombycilla japonica,홍여새,36.94247194061793,128.7901668999515,2014-03-31,2014,경상북도,35,POINT (359472.9846000001 484126.2482999992)
008000000002105199,Alcedo atthis,물총새,37.967371940761275,127.46115610044872,2014-03-31,2014,경기도,,POINT (240522.5220999997 596478.7385000009)
008000000002290836,Dendrocopos major,오색딱다구리,37.93555000117,127.48053890054616,2014-03-31,2014,경기도,,POINT (242243.9482000005 592955.2250999995)
008000000002293919,Alcedo atthis,물총새,36.93650000107254,128.8411111001466,2014-03-31,2014,경상북도,2,POINT (364024.4700999996 483549.8776999991)
